ticket_id,subscriber_id,ticket_date,ticket_channel,ticket_category,priority,status,resolution_date,sla_target_hours,assigned_team
TKT_002341,SUB_03226,2025-09-29,App,Network Issue,Medium,Resolved,2025-10-01,48,Field Ops
TKT_002342,SUB_03499,2025-10-04,App,Billing Query,Low,Resolved,2025-10-05,24,Tier 3
TKT_002343,SUB_01899,2025-10-23,Online Chat,Network Issue,Medium,Resolved,2025-10-26,72,Tier 3
TKT_002344,SUB_00314,2025-11-30,Retail Store,Billing Query,Critical,Resolved,2025-12-03,48,Tier 1
TKT_002345,SUB_01955,2025-11-20,Online Chat,Network Issue,Low,Escalated,2025-11-21,24,Tier 2
TKT_002346,SUB_03919,2025-11-14,App,Complaint,Medium,In Progress,,48,Field Ops
TKT_002347,SUB_02765,2025-12-31,App,Technical Support,Low,Resolved,2026-01-03,48,Tier 3
TKT_002348,SUB_03961,2025-11-29,Call Center,Complaint,Low,Resolved,2025-11-29,24,Tier 1
TKT_002349,SUB_03416,2025-09-10,Call Center,Billing Query,Low,Escalated,2025-09-10,24,Tier 1
TKT_002350,SUB_00061,2025-10-16,Call Center,Technical Support,High,Resolved,2025-10-17,24,Tier 1
TKT_002351,SUB_03089,2025-10-24,App,Network Issue,Medium,Resolved,2025-10-26,48,Field Ops
TKT_002352,SUB_04710,2025-09-07,App,Billing Query,Low,Resolved,2025-09-07,72,Tier 3
TKT_002353,SUB_02873,2025-12-11,App,Network Issue,Low,In Progress,,24,Tier 3
TKT_002354,SUB_02510,2025-10-03,App,Network Issue,Medium,Resolved,2025-10-03,48,Tier 2
TKT_002355,SUB_02457,2025-11-14,Online Chat,Billing Query,Critical,Open,,48,Tier 1
TKT_002356,SUB_03699,2025-10-06,Call Center,Billing Query,High,Open,,72,Tier 3
TKT_002357,SUB_00785,2025-12-31,Call Center,Network Issue,Low,Open,,72,Tier 1
TKT_002358,SUB_03274,2025-11-26,App,Network Issue,High,In Progress,,72,Field Ops
TKT_002359,SUB_01953,2025-10-15,Call Center,Technical Support,Low,Resolved,2025-10-17,72,Field Ops
TKT_002360,SUB_03039,2025-10-08,Online Chat,Network Issue,Medium,Resolved,2025-10-11,72,Tier 1
TKT_002361,SUB_02253,2025-09-30,Retail Store,Technical Support,High,Resolved,2025-10-04,72,Field Ops
TKT_002362,SUB_01434,2025-10-12,Retail Store,Billing Query,High,Resolved,2025-10-12,24,Tier 3
TKT_002363,SUB_00052,2025-11-14,Call Center,Network Issue,Low,Resolved,2025-11-15,48,Tier 2
TKT_002364,SUB_00416,2025-11-06,Online Chat,Network Issue,Medium,Resolved,2025-11-07,72,Tier 3
TKT_002365,SUB_00001,2025-09-28,Call Center,Network Issue,High,Resolved,2025-09-30,48,Field Ops
TKT_002366,SUB_02285,2025-10-24,Retail Store,Plan Change,Low,Resolved,2025-10-26,48,Tier 1
TKT_002367,SUB_00906,2025-10-18,Call Center,Technical Support,Low,Open,,72,Tier 3
TKT_002368,SUB_02577,2025-09-14,Online Chat,Plan Change,High,In Progress,,72,Field Ops
TKT_002369,SUB_03753,2025-10-29,Online Chat,Complaint,High,Resolved,2025-10-30,72,Tier 1
TKT_002370,SUB_02690,2025-10-29,App,Network Issue,Low,Escalated,2025-10-29,24,Tier 3
TKT_002371,SUB_04014,2025-11-27,Call Center,Network Issue,Medium,Resolved,2025-11-29,48,Field Ops
TKT_002372,SUB_01490,2025-10-02,Online Chat,Billing Query,Critical,In Progress,,72,Field Ops
TKT_002373,SUB_03250,2025-12-16,Call Center,Technical Support,Low,Resolved,2025-12-16,72,Tier 3
TKT_002374,SUB_00896,2025-09-08,App,Plan Change,Low,Resolved,2025-09-11,72,Field Ops
TKT_002375,SUB_01571,2025-12-29,Call Center,Billing Query,Medium,In Progress,,72,Field Ops
TKT_002376,SUB_03361,2025-10-05,Call Center,Plan Change,Low,Resolved,2025-10-05,24,Tier 1
TKT_002377,SUB_00284,2025-11-13,Retail Store,Technical Support,Critical,Resolved,2025-11-13,24,Tier 2
TKT_002378,SUB_04278,2025-10-11,App,Plan Change,Low,Open,,48,Tier 3
TKT_002379,SUB_01909,2025-12-30,App,Technical Support,High,Resolved,2026-01-02,48,Tier 1
TKT_002380,SUB_04253,2025-12-07,Call Center,Network Issue,Low,Resolved,2025-12-07,72,Field Ops
TKT_002381,SUB_03546,2025-12-04,App,Network Issue,Low,In Progress,,72,Tier 2
TKT_002382,SUB_03133,2025-09-15,App,Network Issue,Medium,Open,,24,Tier 3
TKT_002383,SUB_01785,2025-09-30,Call Center,Complaint,High,Resolved,2025-10-05,72,Field Ops
TKT_002384,SUB_02033,2025-09-25,App,Network Issue,Medium,Escalated,2025-09-26,24,Tier 2
TKT_002385,SUB_01461,2025-11-09,Call Center,Technical Support,Medium,Open,,48,Tier 2
TKT_002386,SUB_03498,2025-09-27,App,Network Issue,Low,Open,,24,Tier 3
TKT_002387,SUB_02835,2025-11-18,App,Billing Query,High,Resolved,2025-11-21,72,Tier 2
TKT_002388,SUB_03227,2025-10-22,Call Center,Network Issue,Low,Resolved,2025-10-27,72,Tier 2
TKT_002389,SUB_03330,2025-10-22,Online Chat,Billing Query,Medium,Resolved,2025-10-22,48,Field Ops
TKT_002390,SUB_01983,2025-11-13,Call Center,Billing Query,Medium,In Progress,,48,Tier 3
TKT_002391,SUB_03802,2025-10-20,Call Center,Plan Change,Medium,Resolved,2025-10-21,72,Tier 2
TKT_002392,SUB_02935,2025-12-31,Online Chat,Technical Support,Low,In Progress,,24,Tier 1
TKT_002393,SUB_03664,2025-10-12,Online Chat,Network Issue,Medium,Resolved,2025-10-13,24,Field Ops
TKT_002394,SUB_04275,2025-09-17,Call Center,Network Issue,Medium,Resolved,2025-09-18,24,Tier 3
TKT_002395,SUB_00332,2025-10-13,Call Center,Complaint,High,Resolved,2025-10-16,72,Field Ops
TKT_002396,SUB_01742,2025-12-06,Online Chat,Plan Change,Medium,Resolved,2025-12-11,72,Tier 2
TKT_002397,SUB_01869,2025-12-08,Call Center,Billing Query,Low,In Progress,,48,Field Ops
TKT_002398,SUB_02325,2025-09-10,App,Plan Change,Critical,Escalated,2025-09-11,24,Field Ops
TKT_002399,SUB_02918,2025-09-23,Retail Store,Network Issue,Medium,In Progress,,24,Tier 3
TKT_002400,SUB_03731,2025-10-08,Call Center,Technical Support,Low,Resolved,2025-10-10,72,Tier 3
TKT_002401,SUB_01527,2025-12-28,Call Center,Plan Change,Low,Resolved,2026-01-02,72,Field Ops
TKT_002402,SUB_04525,2025-09-23,Call Center,Network Issue,Low,Resolved,2025-09-24,24,Tier 3
TKT_002403,SUB_04996,2025-12-26,Retail Store,Billing Query,Medium,In Progress,,72,Tier 3
TKT_002404,SUB_02193,2025-10-24,App,Network Issue,Medium,Open,,24,Field Ops
TKT_002405,SUB_03265,2025-10-20,Online Chat,Technical Support,Critical,Resolved,2025-10-20,24,Tier 3
TKT_002406,SUB_01677,2025-11-13,App,Billing Query,Medium,Resolved,2025-11-14,24,Tier 3
TKT_002407,SUB_03733,2025-09-16,App,Network Issue,Critical,Open,,72,Tier 3
TKT_002408,SUB_04876,2025-09-15,Call Center,Billing Query,Low,Resolved,2025-09-16,48,Tier 2
TKT_002409,SUB_02350,2025-12-28,Online Chat,Network Issue,High,Resolved,2025-12-28,24,Field Ops
TKT_002410,SUB_00116,2025-10-30,Retail Store,Technical Support,High,Resolved,2025-10-30,48,Tier 1
TKT_002411,SUB_01386,2025-09-26,Call Center,Technical Support,Medium,Resolved,2025-09-27,24,Tier 2
TKT_002412,SUB_01583,2025-10-15,Retail Store,Billing Query,Low,Resolved,2025-10-16,24,Tier 3
TKT_002413,SUB_03246,2025-11-29,Call Center,Technical Support,Low,Open,,24,Field Ops
TKT_002414,SUB_00635,2025-10-23,Retail Store,Billing Query,Medium,Resolved,2025-10-26,48,Tier 1
TKT_002415,SUB_03810,2025-11-09,Retail Store,Network Issue,Low,Resolved,2025-11-11,48,Tier 3
TKT_002416,SUB_01447,2025-12-29,App,Network Issue,Medium,Resolved,2026-01-02,72,Field Ops
TKT_002417,SUB_02877,2025-09-19,Call Center,Billing Query,Medium,Resolved,2025-09-21,72,Tier 2
TKT_002418,SUB_01441,2025-11-11,Call Center,Network Issue,Medium,Resolved,2025-11-15,72,Tier 3
TKT_002419,SUB_04974,2025-10-30,Call Center,Billing Query,Critical,In Progress,,72,Tier 3
TKT_002420,SUB_04857,2025-11-03,App,Complaint,Critical,Resolved,2025-11-04,24,Tier 1
TKT_002421,SUB_00552,2025-11-12,App,Network Issue,Low,Resolved,2025-11-13,24,Tier 3
TKT_002422,SUB_04156,2025-09-09,Call Center,Network Issue,Medium,Resolved,2025-09-14,72,Tier 2
TKT_002423,SUB_01380,2025-11-17,Call Center,Plan Change,High,Resolved,2025-11-17,24,Field Ops
TKT_002424,SUB_04544,2025-12-27,App,Plan Change,Medium,Resolved,2025-12-27,24,Tier 3
TKT_002425,SUB_01924,2026-01-02,App,Plan Change,Critical,Resolved,2026-01-02,24,Tier 3
TKT_002426,SUB_03946,2025-12-24,Call Center,Network Issue,Low,Resolved,2025-12-29,72,Tier 3
TKT_002427,SUB_04925,2025-09-16,Call Center,Technical Support,Medium,Resolved,2025-09-18,48,Tier 1
TKT_002428,SUB_00916,2025-09-10,App,Network Issue,Medium,Resolved,2025-09-10,24,Field Ops
TKT_002429,SUB_04659,2025-11-10,App,Complaint,Critical,Resolved,2025-11-14,72,Tier 1
TKT_002430,SUB_04576,2025-12-11,Retail Store,Network Issue,Low,Open,,72,Tier 2
TKT_002431,SUB_01928,2025-12-12,Call Center,Plan Change,Low,Resolved,2025-12-16,72,Tier 1
TKT_002432,SUB_02269,2025-12-14,App,Technical Support,High,Resolved,2025-12-17,48,Field Ops
TKT_002433,SUB_04613,2025-09-30,Call Center,Technical Support,Low,Resolved,2025-10-04,72,Tier 3
TKT_002434,SUB_00136,2025-09-30,Call Center,Billing Query,Medium,In Progress,,24,Field Ops
TKT_002435,SUB_01261,2025-10-04,Call Center,Network Issue,Low,Resolved,2025-10-04,24,Tier 2
TKT_002436,SUB_04094,2025-12-19,Call Center,Billing Query,Medium,Resolved,2025-12-19,24,Field Ops
TKT_002437,SUB_02649,2025-09-07,Call Center,Plan Change,Low,In Progress,,24,Tier 2
TKT_002438,SUB_00267,2025-11-23,Call Center,Network Issue,Medium,Resolved,2025-11-27,72,Field Ops
TKT_002439,SUB_01186,2025-12-24,Call Center,Technical Support,Low,Resolved,2025-12-24,24,Tier 2
TKT_002440,SUB_03343,2025-10-06,App,Complaint,Low,Resolved,2025-10-06,48,Tier 2
TKT_002441,SUB_01980,2025-10-29,Call Center,Billing Query,Low,In Progress,,24,Tier 2
TKT_002442,SUB_03531,2025-11-05,Call Center,Technical Support,High,Resolved,2025-11-05,24,Tier 3
TKT_002443,SUB_04281,2025-10-06,App,Network Issue,High,Resolved,2025-10-08,72,Field Ops
TKT_002444,SUB_00114,2025-10-08,Retail Store,Technical Support,Low,Open,,72,Field Ops
TKT_002445,SUB_01351,2025-11-25,Online Chat,Complaint,Low,Resolved,2025-11-29,72,Tier 3
TKT_002446,SUB_03531,2025-11-19,App,Complaint,Low,In Progress,,72,Tier 1
TKT_002447,SUB_00617,2025-12-03,Online Chat,Network Issue,Low,Resolved,2025-12-03,72,Tier 1
TKT_002448,SUB_02209,2025-11-04,App,Network Issue,Low,Resolved,2025-11-07,48,Field Ops
TKT_002449,SUB_01952,2026-01-02,Retail Store,Network Issue,Medium,Open,,72,Tier 2
TKT_002450,SUB_02009,2025-11-04,App,Technical Support,Low,Resolved,2025-11-05,24,Tier 1
TKT_002451,SUB_02777,2025-11-06,Online Chat,Billing Query,Critical,Resolved,2025-11-06,24,Field Ops
TKT_002452,SUB_03560,2025-09-24,Call Center,Billing Query,Low,In Progress,,24,Field Ops
TKT_002453,SUB_04840,2025-12-27,Call Center,Network Issue,High,Resolved,2025-12-30,72,Tier 1
TKT_002454,SUB_01936,2025-10-15,App,Billing Query,Medium,Escalated,2025-10-17,72,Tier 3
TKT_002455,SUB_01925,2025-12-28,Call Center,Technical Support,Medium,Open,,48,Tier 2
TKT_002456,SUB_04076,2025-10-27,Call Center,Billing Query,Medium,Resolved,2025-10-27,48,Tier 3
TKT_002457,SUB_03100,2025-12-07,App,Network Issue,Medium,Resolved,2025-12-11,72,Tier 2
TKT_002458,SUB_00428,2025-11-27,App,Technical Support,Critical,Resolved,2025-12-01,72,Tier 3
TKT_002459,SUB_01786,2025-10-21,Call Center,Billing Query,Medium,In Progress,,24,Field Ops
TKT_002460,SUB_01570,2025-10-13,Online Chat,Technical Support,Low,Resolved,2025-10-18,72,Tier 2
TKT_002461,SUB_03495,2025-09-26,Call Center,Billing Query,Medium,In Progress,,24,Field Ops
TKT_002462,SUB_01279,2025-11-18,Call Center,Complaint,High,Resolved,2025-11-20,48,Field Ops
TKT_002463,SUB_00261,2025-09-23,Retail Store,Plan Change,Medium,Open,,72,Field Ops
TKT_002464,SUB_02156,2025-12-29,Call Center,Technical Support,High,Resolved,2025-12-29,24,Field Ops
TKT_002465,SUB_00875,2025-11-24,App,Technical Support,Medium,Resolved,2025-11-24,72,Field Ops
TKT_002466,SUB_04598,2025-10-16,Retail Store,Network Issue,Medium,Resolved,2025-10-19,48,Tier 1
TKT_002467,SUB_02993,2025-12-06,Online Chat,Billing Query,Low,Resolved,2025-12-07,72,Field Ops
TKT_002468,SUB_02044,2025-10-25,Online Chat,Network Issue,Medium,In Progress,,48,Tier 3
TKT_002469,SUB_01378,2025-12-22,Online Chat,Complaint,Low,Resolved,2025-12-23,24,Tier 1
TKT_002470,SUB_00168,2025-09-15,App,Plan Change,Low,Resolved,2025-09-16,48,Field Ops
TKT_002471,SUB_03215,2025-11-16,Call Center,Network Issue,Medium,Resolved,2025-11-18,72,Tier 3
TKT_002472,SUB_01073,2025-11-22,Online Chat,Network Issue,High,Resolved,2025-11-23,24,Field Ops
TKT_002473,SUB_01106,2025-10-08,App,Billing Query,Low,Resolved,2025-10-08,48,Tier 2
TKT_002474,SUB_03788,2025-11-13,Online Chat,Billing Query,Low,In Progress,,24,Tier 1
TKT_002475,SUB_00164,2025-11-01,Call Center,Billing Query,Medium,Resolved,2025-11-05,72,Tier 1
TKT_002476,SUB_00702,2025-11-29,Online Chat,Billing Query,Low,Resolved,2025-11-29,24,Field Ops
TKT_002477,SUB_03414,2025-09-12,App,Billing Query,Medium,In Progress,,72,Tier 1
TKT_002478,SUB_00092,2025-10-24,Online Chat,Plan Change,Low,Resolved,2025-10-25,24,Field Ops
TKT_002479,SUB_03357,2025-11-29,App,Plan Change,High,In Progress,,24,Tier 2
TKT_002480,SUB_01205,2025-10-06,App,Network Issue,Medium,In Progress,,24,Field Ops
TKT_002481,SUB_02452,2025-12-03,Online Chat,Billing Query,Medium,Resolved,2025-12-04,48,Tier 2
TKT_002482,SUB_04705,2025-10-21,Call Center,Technical Support,Low,Resolved,2025-10-22,24,Field Ops
TKT_002483,SUB_03629,2025-09-30,Call Center,Complaint,Medium,Resolved,2025-09-30,48,Tier 3
TKT_002484,SUB_01793,2025-10-31,App,Billing Query,Low,In Progress,,72,Field Ops
TKT_002485,SUB_01488,2025-10-26,Online Chat,Complaint,Medium,Resolved,2025-10-31,72,Tier 1
TKT_002486,SUB_02410,2025-10-17,App,Network Issue,Low,Resolved,2025-10-17,48,Tier 2
TKT_002487,SUB_00315,2025-09-20,Call Center,Network Issue,Medium,Escalated,2025-09-22,48,Field Ops
TKT_002488,SUB_00226,2025-10-31,Call Center,Network Issue,Medium,In Progress,,24,Tier 2
TKT_002489,SUB_02303,2025-12-15,App,Network Issue,Low,In Progress,,72,Tier 1
TKT_002490,SUB_02516,2025-11-20,Call Center,Complaint,Medium,In Progress,,24,Tier 3
TKT_002491,SUB_04288,2025-12-17,Online Chat,Network Issue,Medium,Resolved,2025-12-18,72,Tier 2
TKT_002492,SUB_04240,2025-09-14,Call Center,Network Issue,Medium,Resolved,2025-09-16,48,Tier 1
TKT_002493,SUB_04488,2026-01-02,App,Billing Query,High,Open,,72,Tier 1
TKT_002494,SUB_01664,2025-09-12,Retail Store,Plan Change,Low,In Progress,,48,Tier 2
TKT_002495,SUB_03687,2026-01-03,Call Center,Complaint,Critical,Open,,24,Tier 1
TKT_002496,SUB_04819,2025-09-23,Online Chat,Network Issue,Low,Resolved,2025-09-23,24,Tier 1
TKT_002497,SUB_04240,2025-11-15,App,Network Issue,High,Resolved,2025-11-16,24,Field Ops
TKT_002498,SUB_00351,2025-11-24,Call Center,Network Issue,Low,Resolved,2025-11-25,24,Tier 1
TKT_002499,SUB_03186,2026-01-03,App,Network Issue,Critical,In Progress,,24,Tier 3
TKT_002500,SUB_01306,2025-12-11,App,Billing Query,High,Open,,72,Tier 1
TKT_002501,SUB_03161,2025-10-02,Call Center,Network Issue,Low,Resolved,2025-10-04,48,Tier 1
TKT_002502,SUB_00678,2025-12-16,Call Center,Billing Query,Low,In Progress,,48,Field Ops
TKT_002503,SUB_00290,2025-09-07,Call Center,Complaint,High,In Progress,,24,Tier 2
TKT_002504,SUB_02644,2025-12-03,Call Center,Technical Support,Low,Resolved,2025-12-03,48,Field Ops
TKT_002505,SUB_01929,2026-01-01,Online Chat,Complaint,High,Resolved,2026-01-06,72,Tier 3
TKT_002506,SUB_01272,2025-10-05,Call Center,Complaint,Medium,Open,,72,Tier 2
TKT_002507,SUB_02319,2025-12-28,Call Center,Billing Query,Critical,Resolved,2025-12-28,24,Tier 2
TKT_002508,SUB_02060,2026-01-03,Call Center,Billing Query,Low,In Progress,,48,Tier 3
TKT_002509,SUB_00841,2025-12-30,Online Chat,Billing Query,Medium,Resolved,2025-12-30,48,Field Ops
TKT_002510,SUB_01124,2025-10-30,Online Chat,Technical Support,Medium,Resolved,2025-10-30,72,Tier 3
TKT_002511,SUB_03571,2025-11-26,Call Center,Plan Change,Low,Resolved,2025-11-30,72,Tier 1
TKT_002512,SUB_03034,2025-10-25,Call Center,Billing Query,Medium,In Progress,,48,Tier 3
TKT_002513,SUB_00028,2025-12-29,Call Center,Network Issue,Medium,In Progress,,24,Tier 3
TKT_002514,SUB_02775,2025-12-05,Retail Store,Billing Query,Medium,In Progress,,48,Tier 3
TKT_002515,SUB_04300,2025-12-12,Call Center,Complaint,High,In Progress,,24,Field Ops
TKT_002516,SUB_00207,2025-11-27,Call Center,Complaint,Medium,Resolved,2025-11-27,24,Tier 3
TKT_002517,SUB_02393,2025-12-25,Call Center,Complaint,High,Resolved,2025-12-25,24,Tier 3
TKT_002518,SUB_00207,2025-11-17,App,Technical Support,Medium,Resolved,2025-11-19,48,Tier 3
TKT_002519,SUB_00376,2025-10-24,Call Center,Network Issue,Medium,Resolved,2025-10-25,24,Tier 3
TKT_002520,SUB_03935,2025-11-14,Online Chat,Billing Query,Medium,Resolved,2025-11-14,48,Tier 2
TKT_002521,SUB_00977,2025-09-26,Online Chat,Network Issue,Medium,Resolved,2025-09-29,48,Tier 3
TKT_002522,SUB_03180,2025-09-14,App,Technical Support,Medium,Open,,48,Tier 1
TKT_002523,SUB_04997,2025-12-09,App,Network Issue,Critical,In Progress,,48,Field Ops
TKT_002524,SUB_02464,2025-12-14,Retail Store,Network Issue,Medium,Escalated,2025-12-17,48,Field Ops
TKT_002525,SUB_04594,2025-11-30,Call Center,Billing Query,Medium,Resolved,2025-11-30,24,Tier 2
TKT_002526,SUB_02762,2025-09-25,Call Center,Billing Query,Medium,Resolved,2025-09-30,72,Tier 3
TKT_002527,SUB_01875,2025-12-13,Online Chat,Technical Support,High,In Progress,,48,Tier 2
TKT_002528,SUB_04664,2025-11-07,Online Chat,Network Issue,Medium,Open,,24,Tier 1
TKT_002529,SUB_03584,2025-09-13,Call Center,Plan Change,Low,Resolved,2025-09-14,72,Field Ops
TKT_002530,SUB_02289,2025-12-10,App,Network Issue,Low,Resolved,2025-12-13,48,Tier 3
TKT_002531,SUB_02258,2025-10-29,App,Plan Change,High,Resolved,2025-10-30,24,Tier 2
TKT_002532,SUB_01448,2025-12-07,Call Center,Network Issue,Medium,Open,,72,Tier 3
TKT_002533,SUB_00612,2025-11-05,App,Network Issue,High,Resolved,2025-11-05,72,Tier 3
TKT_002534,SUB_02857,2025-09-15,Online Chat,Complaint,Low,Resolved,2025-09-15,72,Tier 3
TKT_002535,SUB_01385,2025-12-09,Call Center,Network Issue,Medium,Resolved,2025-12-09,48,Tier 1
TKT_002536,SUB_03343,2025-10-23,App,Plan Change,Medium,Resolved,2025-10-24,24,Tier 3
TKT_002537,SUB_03180,2025-11-21,App,Plan Change,Low,Resolved,2025-11-21,24,Tier 2
TKT_002538,SUB_03871,2025-10-04,Online Chat,Network Issue,Low,Resolved,2025-10-04,24,Tier 1
TKT_002539,SUB_03883,2025-10-25,App,Technical Support,High,Resolved,2025-10-26,24,Field Ops
TKT_002540,SUB_02431,2025-11-06,Call Center,Network Issue,High,Resolved,2025-11-07,48,Tier 3
TKT_002541,SUB_01675,2025-11-30,Retail Store,Billing Query,Critical,Resolved,2025-12-01,48,Tier 1
TKT_002542,SUB_04814,2025-10-03,Call Center,Billing Query,Low,In Progress,,48,Field Ops
TKT_002543,SUB_02714,2025-12-01,App,Complaint,Low,Resolved,2025-12-02,24,Tier 1
TKT_002544,SUB_02428,2025-11-28,Online Chat,Network Issue,Low,Resolved,2025-12-01,72,Tier 1
TKT_002545,SUB_04806,2025-12-14,App,Billing Query,Medium,Resolved,2025-12-15,24,Tier 2
TKT_002546,SUB_00750,2025-09-27,Online Chat,Network Issue,High,Resolved,2025-09-29,72,Field Ops
TKT_002547,SUB_03466,2025-09-18,Online Chat,Billing Query,Medium,In Progress,,48,Tier 3
TKT_002548,SUB_04817,2025-11-12,Call Center,Network Issue,Low,In Progress,,48,Tier 1
TKT_002549,SUB_01113,2025-12-22,Call Center,Plan Change,Low,Open,,72,Tier 3
TKT_002550,SUB_02690,2025-10-28,App,Complaint,Low,Resolved,2025-11-02,72,Tier 2
TKT_002551,SUB_04883,2025-09-29,Call Center,Network Issue,Low,Resolved,2025-09-29,24,Tier 2
TKT_002552,SUB_02806,2025-09-10,App,Network Issue,Low,In Progress,,24,Tier 3
TKT_002553,SUB_02681,2025-10-03,Online Chat,Plan Change,High,Resolved,2025-10-04,72,Tier 1
TKT_002554,SUB_01677,2025-12-17,Online Chat,Technical Support,Low,Resolved,2025-12-19,24,Tier 2
TKT_002555,SUB_01389,2025-10-22,Online Chat,Billing Query,High,Resolved,2025-10-24,48,Field Ops
TKT_002556,SUB_02067,2025-12-08,Online Chat,Billing Query,High,Resolved,2025-12-10,48,Tier 2
TKT_002557,SUB_02733,2025-10-04,Online Chat,Complaint,Medium,Resolved,2025-10-07,48,Tier 2
TKT_002558,SUB_01591,2025-10-10,Call Center,Plan Change,High,Open,,24,Field Ops
TKT_002559,SUB_01416,2025-12-24,App,Network Issue,Medium,Resolved,2025-12-27,48,Tier 1
TKT_002560,SUB_01319,2025-12-13,App,Billing Query,High,Resolved,2025-12-16,72,Tier 3
TKT_002561,SUB_01414,2025-09-22,Online Chat,Network Issue,Low,Resolved,2025-09-23,48,Tier 3
TKT_002562,SUB_03729,2025-09-20,Online Chat,Network Issue,Low,Resolved,2025-09-21,72,Tier 3
TKT_002563,SUB_03091,2025-11-19,Call Center,Network Issue,Low,In Progress,,24,Tier 2
TKT_002564,SUB_01106,2025-12-17,App,Technical Support,Medium,Resolved,2025-12-20,72,Tier 2
TKT_002565,SUB_00507,2025-12-05,App,Plan Change,Medium,Escalated,2025-12-07,48,Tier 3
TKT_002566,SUB_03585,2025-11-09,Call Center,Plan Change,Medium,Resolved,2025-11-10,24,Tier 2
TKT_002567,SUB_00707,2025-12-24,Call Center,Billing Query,Medium,Resolved,2025-12-25,24,Field Ops
TKT_002568,SUB_03223,2025-11-26,Retail Store,Network Issue,Medium,Resolved,2025-11-30,72,Tier 3
TKT_002569,SUB_04711,2025-10-23,Call Center,Network Issue,Medium,In Progress,,72,Tier 1
TKT_002570,SUB_04604,2025-12-23,Call Center,Technical Support,High,Open,,72,Field Ops
TKT_002571,SUB_04837,2025-12-25,Call Center,Network Issue,High,Resolved,2025-12-26,24,Field Ops
TKT_002572,SUB_04642,2025-10-04,Online Chat,Network Issue,Medium,Open,,24,Tier 2
TKT_002573,SUB_01173,2025-11-16,Call Center,Network Issue,High,In Progress,,24,Tier 1
TKT_002574,SUB_00485,2025-09-16,App,Plan Change,Medium,Resolved,2025-09-16,72,Tier 1
TKT_002575,SUB_02110,2025-12-13,Call Center,Billing Query,Medium,Resolved,2025-12-13,48,Tier 2
TKT_002576,SUB_00821,2025-12-20,Retail Store,Network Issue,Medium,Resolved,2025-12-20,24,Tier 1
TKT_002577,SUB_02629,2025-12-06,Online Chat,Plan Change,Medium,Resolved,2025-12-07,72,Tier 1
TKT_002578,SUB_01342,2025-12-27,Call Center,Technical Support,Low,In Progress,,48,Tier 2
TKT_002579,SUB_03689,2025-12-02,Retail Store,Billing Query,High,Resolved,2025-12-02,24,Field Ops
TKT_002580,SUB_04480,2025-10-02,Online Chat,Billing Query,Low,In Progress,,72,Tier 3
TKT_002581,SUB_00247,2025-11-05,Call Center,Network Issue,Medium,Open,,72,Tier 2
TKT_002582,SUB_04573,2025-12-21,Call Center,Complaint,Low,Open,,24,Tier 3
TKT_002583,SUB_04013,2025-11-13,App,Network Issue,High,Resolved,2025-11-14,24,Tier 3
TKT_002584,SUB_03326,2025-10-04,Retail Store,Technical Support,Low,Open,,72,Field Ops
TKT_002585,SUB_03805,2025-11-05,Call Center,Billing Query,Medium,Escalated,2025-11-10,72,Tier 3
TKT_002586,SUB_02970,2025-11-21,App,Plan Change,Medium,In Progress,,48,Tier 3
TKT_002587,SUB_00998,2025-12-30,App,Plan Change,High,Resolved,2026-01-03,72,Field Ops
TKT_002588,SUB_01178,2025-10-23,Call Center,Billing Query,Medium,Open,,48,Tier 1
TKT_002589,SUB_01051,2025-12-14,Call Center,Billing Query,Low,Resolved,2025-12-18,72,Field Ops
TKT_002590,SUB_03979,2025-10-16,App,Plan Change,Low,Escalated,2025-10-17,24,Tier 1
TKT_002591,SUB_01358,2025-10-25,Call Center,Technical Support,High,Resolved,2025-10-28,48,Tier 3
TKT_002592,SUB_04299,2025-12-31,Call Center,Network Issue,Medium,Resolved,2026-01-03,48,Field Ops
TKT_002593,SUB_00236,2025-10-09,Call Center,Technical Support,Low,Resolved,2025-10-09,48,Tier 1
TKT_002594,SUB_03639,2025-11-15,Call Center,Network Issue,Low,Resolved,2025-11-16,48,Tier 1
TKT_002595,SUB_02306,2025-09-07,Call Center,Network Issue,High,In Progress,,24,Tier 3
TKT_002596,SUB_03016,2025-12-27,Call Center,Network Issue,Medium,In Progress,,72,Field Ops
TKT_002597,SUB_04020,2025-09-30,App,Technical Support,Low,Escalated,2025-09-30,24,Tier 2
TKT_002598,SUB_04439,2025-11-19,App,Network Issue,Low,Resolved,2025-11-22,48,Tier 2
TKT_002599,SUB_03373,2025-11-01,Retail Store,Complaint,Medium,In Progress,,24,Tier 3
TKT_002600,SUB_02648,2026-01-04,Online Chat,Complaint,Medium,Resolved,2026-01-07,48,Tier 3
TKT_002601,SUB_04375,2025-09-17,Call Center,Network Issue,Critical,In Progress,,48,Tier 3
TKT_002602,SUB_04624,2025-10-03,Call Center,Technical Support,Low,In Progress,,24,Tier 2
TKT_002603,SUB_04687,2025-10-29,App,Technical Support,Medium,Resolved,2025-11-03,72,Tier 1
TKT_002604,SUB_03799,2025-10-16,Call Center,Technical Support,Low,In Progress,,48,Tier 2
TKT_002605,SUB_01472,2025-10-28,Retail Store,Billing Query,Critical,Escalated,2025-10-29,24,Tier 2
TKT_002606,SUB_02296,2025-09-13,App,Network Issue,Medium,Resolved,2025-09-15,24,Tier 1
