usage_id,subscriber_id,usage_date,data_usage_gb,voice_minutes,sms_count,roaming_charges,addon_charges
USG_020513,SUB_04102,2025-09-18,7.22,434,244,0.0,0.0
USG_020514,SUB_00376,2025-10-22,19.93,415,120,0.0,0.0
USG_020515,SUB_03760,2025-09-12,2.64,306,212,58.34,0.0
USG_020516,SUB_00651,2025-09-28,3.99,257,242,0.0,0.0
USG_020517,SUB_00579,2025-12-27,12.77,445,40,6.89,0.0
USG_020518,SUB_03453,2025-12-03,4.9,148,269,0.0,0.0
USG_020519,SUB_03937,2025-11-07,3.42,316,212,0.0,0.0
USG_020520,SUB_00495,2025-10-28,13.49,473,296,0.0,0.0
USG_020521,SUB_03227,2025-09-24,1.28,261,179,0.0,0.0
USG_020522,SUB_00089,2025-12-17,7.33,394,265,0.0,0.0
USG_020523,SUB_04128,2025-10-19,7.23,55,170,0.0,0.0
USG_020524,SUB_03790,2025-12-15,11.0,76,139,0.0,0.0
USG_020525,SUB_04662,2025-11-04,0.98,72,61,0.0,0.0
USG_020526,SUB_01136,2025-10-15,6.33,228,12,0.0,0.0
USG_020527,SUB_03071,2025-09-10,0.87,432,288,0.0,0.0
USG_020528,SUB_03946,2025-10-18,2.33,422,56,0.0,49.29
USG_020529,SUB_00004,2025-10-28,8.64,292,166,0.0,0.0
USG_020530,SUB_03324,2025-10-08,1.61,333,147,0.0,0.0
USG_020531,SUB_04621,2025-11-24,1.18,335,168,0.0,0.0
USG_020532,SUB_00073,2025-12-15,15.53,494,191,0.0,16.91
USG_020533,SUB_02777,2025-12-05,12.52,417,131,0.0,0.0
USG_020534,SUB_02202,2025-09-17,7.86,191,28,0.0,0.0
USG_020535,SUB_03230,2025-11-06,0.51,327,186,0.0,0.0
USG_020536,SUB_03493,2025-12-27,2.95,176,99,0.0,0.0
USG_020537,SUB_02668,2025-09-14,5.52,173,116,0.0,0.0
USG_020538,SUB_04712,2025-10-01,1.25,224,17,98.92,13.7
USG_020539,SUB_02332,2025-12-31,2.44,326,166,0.0,0.0
USG_020540,SUB_02529,2025-09-29,2.01,341,260,0.0,0.0
USG_020541,SUB_01085,2025-11-03,2.02,128,262,181.46,0.0
USG_020542,SUB_03312,2025-11-30,2.65,374,101,114.24,0.0
USG_020543,SUB_00631,2025-10-22,3.2,16,208,0.0,0.0
USG_020544,SUB_02543,2025-12-09,5.01,29,43,0.0,0.0
USG_020545,SUB_00872,2025-10-28,3.96,440,83,0.0,0.0
USG_020546,SUB_03861,2025-10-11,1.87,430,300,0.0,0.0
USG_020547,SUB_02498,2025-10-31,3.08,55,158,0.0,69.7
USG_020548,SUB_01302,2025-11-20,12.78,342,91,0.0,0.0
USG_020549,SUB_00720,2025-11-29,3.87,487,49,0.0,0.0
USG_020550,SUB_02434,2025-10-16,1.31,153,288,0.0,0.0
USG_020551,SUB_03730,2025-10-26,4.4,145,2,0.0,57.93
USG_020552,SUB_00074,2025-11-22,2.97,454,51,0.0,0.0
USG_020553,SUB_00911,2025-12-05,3.17,280,100,0.0,0.0
USG_020554,SUB_02852,2025-11-18,1.2,153,287,18.25,0.0
USG_020555,SUB_02360,2025-12-19,8.75,137,222,0.0,0.0
USG_020556,SUB_02440,2025-10-21,1.67,397,58,0.0,0.0
USG_020557,SUB_02950,2025-11-26,1.66,265,1,78.84,0.0
USG_020558,SUB_02998,2025-12-03,5.49,53,50,0.0,0.0
USG_020559,SUB_01302,2025-12-06,8.12,331,18,0.0,0.0
USG_020560,SUB_01445,2025-12-11,0.42,439,250,0.0,0.0
USG_020561,SUB_02571,2025-10-05,1.44,248,286,0.0,20.51
USG_020562,SUB_01837,2025-11-22,3.78,365,229,0.0,0.0
USG_020563,SUB_01022,2025-09-13,7.93,307,30,76.13,59.52
USG_020564,SUB_01045,2025-12-22,5.27,345,18,0.0,0.0
USG_020565,SUB_02477,2025-12-16,2.85,36,251,0.0,0.0
USG_020566,SUB_00967,2025-10-29,3.56,149,214,0.0,0.0
USG_020567,SUB_04014,2025-10-05,2.31,413,48,0.0,18.03
USG_020568,SUB_01246,2025-09-29,17.67,332,264,0.0,0.0
USG_020569,SUB_02607,2025-12-29,3.7,465,72,74.43,0.0
USG_020570,SUB_02411,2025-11-24,3.53,129,130,0.0,0.0
USG_020571,SUB_00506,2025-10-02,2.34,236,47,91.48,4.66
USG_020572,SUB_04096,2026-01-02,12.02,266,56,0.0,54.75
USG_020573,SUB_02703,2025-10-12,6.59,38,168,0.0,0.0
USG_020574,SUB_04511,2025-10-23,12.24,434,68,43.2,0.0
USG_020575,SUB_02907,2025-11-20,8.63,172,68,0.0,0.0
USG_020576,SUB_02192,2025-09-30,3.93,451,22,0.0,0.0
USG_020577,SUB_03933,2025-09-17,3.7,431,78,69.49,28.13
USG_020578,SUB_03571,2025-12-26,4.74,238,149,0.0,0.0
USG_020579,SUB_01617,2025-10-13,6.23,195,65,110.59,0.0
USG_020580,SUB_00115,2025-12-11,4.55,246,4,106.72,0.0
USG_020581,SUB_03454,2025-11-05,5.69,111,14,0.0,0.0
USG_020582,SUB_01431,2025-12-22,2.91,10,130,0.0,0.0
USG_020583,SUB_00809,2025-12-20,7.6,153,93,0.0,0.0
USG_020584,SUB_00409,2025-11-14,2.52,120,101,0.0,0.0
USG_020585,SUB_03713,2026-01-03,6.19,41,26,0.0,0.0
USG_020586,SUB_04883,2025-09-15,2.4,470,201,0.0,0.0
USG_020587,SUB_01848,2025-10-02,4.27,145,173,0.0,86.4
USG_020588,SUB_04158,2025-12-12,1.51,90,14,0.0,0.0
USG_020589,SUB_00173,2025-09-15,1.08,30,173,120.76,0.0
USG_020590,SUB_00335,2025-11-10,3.11,322,82,0.0,0.0
USG_020591,SUB_01849,2025-09-26,2.8,118,87,191.54,99.13
USG_020592,SUB_01459,2025-12-02,3.41,90,200,0.0,0.0
USG_020593,SUB_03013,2025-12-18,6.52,429,295,0.0,61.25
USG_020594,SUB_03529,2025-12-13,5.72,85,163,0.0,0.0
USG_020595,SUB_03305,2025-09-19,1.43,441,297,126.92,0.0
USG_020596,SUB_03427,2025-10-30,2.28,95,252,0.0,0.0
USG_020597,SUB_04369,2025-12-01,12.56,47,3,0.0,0.0
USG_020598,SUB_03521,2025-12-25,6.64,149,223,151.85,0.0
USG_020599,SUB_00167,2025-11-10,3.29,472,101,155.74,0.0
USG_020600,SUB_04878,2025-12-11,3.38,100,136,0.0,0.0
USG_020601,SUB_03000,2025-11-16,27.95,409,48,0.0,0.0
USG_020602,SUB_00547,2025-11-28,25.52,390,31,0.0,0.0
USG_020603,SUB_03729,2025-11-29,3.27,127,230,0.0,0.0
USG_020604,SUB_01606,2025-11-30,1.79,316,189,51.15,0.0
USG_020605,SUB_00153,2025-10-03,5.03,118,9,185.72,0.0
USG_020606,SUB_02718,2025-09-12,6.89,277,140,0.0,0.0
USG_020607,SUB_04644,2025-09-26,3.43,185,258,150.52,0.0
USG_020608,SUB_02086,2025-11-17,3.64,420,131,0.0,0.0
USG_020609,SUB_04231,2025-11-27,6.95,130,67,0.0,0.0
USG_020610,SUB_01843,2025-12-26,2.18,492,249,0.0,0.0
USG_020611,SUB_01412,2025-11-27,9.78,356,249,182.24,0.0
USG_020612,SUB_04368,2025-09-22,8.88,458,208,0.0,0.0
USG_020613,SUB_01732,2025-12-01,14.43,27,209,0.0,0.0
USG_020614,SUB_01025,2025-09-22,3.26,337,102,0.0,0.0
USG_020615,SUB_02782,2025-12-22,7.2,217,24,0.0,0.0
USG_020616,SUB_01134,2025-12-22,6.74,226,78,0.0,44.74
USG_020617,SUB_00963,2025-09-17,2.3,284,290,0.0,95.08
USG_020618,SUB_01949,2025-10-19,1.46,245,45,0.0,0.0
USG_020619,SUB_02557,2025-11-14,13.0,442,71,0.0,0.0
USG_020620,SUB_00491,2025-10-01,1.76,45,188,0.0,0.0
USG_020621,SUB_01584,2025-11-23,7.2,389,226,0.0,0.0
USG_020622,SUB_04486,2025-11-02,4.63,256,49,0.0,0.0
USG_020623,SUB_04247,2025-10-11,4.98,115,15,0.0,0.0
USG_020624,SUB_04701,2025-12-05,1.79,337,147,0.0,0.0
USG_020625,SUB_03115,2025-12-17,5.84,467,277,0.0,0.0
USG_020626,SUB_02054,2025-11-10,15.82,340,274,0.0,0.0
USG_020627,SUB_00551,2025-09-09,2.64,219,53,107.28,0.0
USG_020628,SUB_03374,2025-11-27,7.54,266,41,0.0,91.02
USG_020629,SUB_00420,2025-10-14,15.19,494,191,186.93,0.0
USG_020630,SUB_04826,2025-11-14,5.12,4,81,0.0,0.0
USG_020631,SUB_00980,2025-11-23,2.9,189,103,0.0,0.0
USG_020632,SUB_03401,2025-11-24,8.44,277,58,102.18,79.51
USG_020633,SUB_03493,2025-09-15,1.65,490,128,0.0,0.0
USG_020634,SUB_04403,2025-11-22,1.78,353,281,0.0,0.0
USG_020635,SUB_02565,2025-09-11,3.33,187,205,0.0,0.0
USG_020636,SUB_01157,2025-11-16,9.4,369,111,0.0,0.0
USG_020637,SUB_00121,2025-11-11,5.57,36,190,0.0,0.0
USG_020638,SUB_02610,2025-10-26,3.84,418,122,0.0,0.0
USG_020639,SUB_03345,2025-11-06,1.67,356,113,70.56,0.0
USG_020640,SUB_04212,2025-09-24,12.26,443,187,0.0,0.0
USG_020641,SUB_02603,2025-12-28,3.83,473,24,0.0,99.85
USG_020642,SUB_01831,2025-12-30,2.7,394,258,0.0,83.18
USG_020643,SUB_02929,2025-10-29,4.86,470,223,0.0,0.0
USG_020644,SUB_03069,2025-12-13,15.79,263,26,0.0,0.0
USG_020645,SUB_01012,2025-11-06,4.25,84,66,0.0,39.38
USG_020646,SUB_04958,2025-09-30,4.44,101,271,0.0,0.0
USG_020647,SUB_00063,2025-12-15,4.57,228,1,0.0,0.0
USG_020648,SUB_00793,2025-10-16,3.58,353,48,0.0,1.37
USG_020649,SUB_03303,2025-12-02,2.98,106,107,54.43,0.0
USG_020650,SUB_04678,2025-10-30,19.25,60,139,0.0,0.0
USG_020651,SUB_00448,2025-12-17,5.25,470,62,0.0,85.06
USG_020652,SUB_01690,2025-12-02,2.52,417,232,135.26,25.2
USG_020653,SUB_03938,2025-09-22,5.63,268,193,0.0,0.0
USG_020654,SUB_02522,2025-11-21,3.31,136,232,16.54,21.21
USG_020655,SUB_00669,2025-10-21,0.84,216,37,0.0,0.0
USG_020656,SUB_03952,2025-12-04,9.51,125,280,168.73,0.0
USG_020657,SUB_00988,2025-11-10,2.56,474,218,0.0,0.0
USG_020658,SUB_03325,2025-09-10,6.03,441,182,0.0,0.0
USG_020659,SUB_03573,2025-12-22,2.37,184,272,0.0,0.0
USG_020660,SUB_02199,2025-10-10,5.78,293,36,0.0,0.0
USG_020661,SUB_04900,2025-10-08,1.15,445,183,0.0,0.0
USG_020662,SUB_01944,2025-11-07,16.48,118,271,0.0,98.98
USG_020663,SUB_02535,2025-12-18,32.96,252,142,0.0,0.0
USG_020664,SUB_00923,2025-11-07,10.33,145,103,107.25,0.0
USG_020665,SUB_02294,2025-11-15,1.92,109,76,0.0,0.0
USG_020666,SUB_04396,2026-01-03,3.92,4,217,0.0,0.0
USG_020667,SUB_04862,2025-11-08,3.23,369,197,0.0,0.0
USG_020668,SUB_04102,2025-10-13,3.48,53,230,0.0,0.0
USG_020669,SUB_02262,2025-10-10,7.21,45,212,0.0,0.0
USG_020670,SUB_04049,2025-12-04,1.16,416,160,0.0,27.82
USG_020671,SUB_02414,2025-12-13,5.2,20,97,0.0,9.8
USG_020672,SUB_00065,2025-12-27,2.66,32,260,0.0,0.0
USG_020673,SUB_03037,2025-10-11,23.52,201,233,0.0,0.0
USG_020674,SUB_04922,2025-11-11,14.51,440,286,12.1,0.0
USG_020675,SUB_00128,2025-11-17,13.4,403,235,0.0,0.0
USG_020676,SUB_01758,2025-10-26,40.88,185,187,6.74,20.08
USG_020677,SUB_04537,2025-12-02,3.55,182,58,0.0,0.0
USG_020678,SUB_04569,2025-11-04,5.09,404,221,0.0,0.0
USG_020679,SUB_03490,2025-09-26,5.14,178,144,0.0,30.47
USG_020680,SUB_03347,2025-09-09,1.63,102,8,0.0,0.0
USG_020681,SUB_00838,2025-12-18,2.56,391,29,0.0,0.0
USG_020682,SUB_01594,2025-12-06,11.14,332,18,127.26,0.0
USG_020683,SUB_04800,2025-10-10,4.41,483,156,0.0,0.0
USG_020684,SUB_01330,2025-12-11,1.57,156,76,147.41,0.0
USG_020685,SUB_01623,2025-12-23,5.86,89,88,0.0,0.0
USG_020686,SUB_01279,2025-12-02,5.83,389,55,0.0,0.0
USG_020687,SUB_00349,2025-11-28,21.25,239,239,0.0,59.77
USG_020688,SUB_03732,2025-12-23,3.85,393,33,0.0,0.0
USG_020689,SUB_01470,2025-10-12,1.69,243,240,0.0,0.0
USG_020690,SUB_01094,2025-11-09,9.3,124,52,84.94,0.0
USG_020691,SUB_04273,2025-09-28,3.16,422,158,0.0,39.68
USG_020692,SUB_01821,2025-10-18,0.59,324,219,0.0,0.0
USG_020693,SUB_00661,2025-10-14,3.57,171,270,0.0,0.0
USG_020694,SUB_01150,2025-10-18,3.33,123,64,0.0,0.0
USG_020695,SUB_03874,2025-10-29,2.21,329,195,0.0,0.0
USG_020696,SUB_04797,2025-11-02,3.35,188,18,0.0,0.0
USG_020697,SUB_03148,2025-12-09,8.15,234,79,0.0,0.0
USG_020698,SUB_00831,2025-11-11,8.6,198,120,0.0,0.0
USG_020699,SUB_03108,2025-11-21,6.95,394,248,0.0,0.0
USG_020700,SUB_04322,2025-12-24,12.32,10,147,0.0,0.0
USG_020701,SUB_03678,2025-12-08,7.27,364,264,0.0,0.0
USG_020702,SUB_02545,2025-10-15,4.01,299,165,0.0,0.0
USG_020703,SUB_01692,2025-11-20,3.64,61,61,0.0,0.0
USG_020704,SUB_04795,2025-09-27,4.06,19,260,0.0,0.0
USG_020705,SUB_01098,2025-12-14,2.68,424,156,0.0,0.0
USG_020706,SUB_02167,2025-09-30,2.04,296,203,37.45,0.0
USG_020707,SUB_01836,2025-09-28,9.09,60,120,0.0,0.0
USG_020708,SUB_00540,2025-11-01,5.93,277,236,0.0,0.0
USG_020709,SUB_04251,2025-11-12,6.36,232,148,0.0,0.0
USG_020710,SUB_01603,2025-10-11,4.64,137,67,0.0,0.0
USG_020711,SUB_02671,2025-12-16,2.21,356,3,43.47,82.12
USG_020712,SUB_03581,2025-12-30,1.03,249,183,0.0,0.0
USG_020713,SUB_00891,2025-09-25,10.43,197,12,0.0,0.0
USG_020714,SUB_00847,2025-09-19,10.26,39,165,60.77,0.0
USG_020715,SUB_04027,2025-10-16,2.14,437,96,0.0,0.0
USG_020716,SUB_01684,2025-12-16,2.45,186,33,0.0,0.0
USG_020717,SUB_04324,2025-09-26,3.1,179,259,0.0,0.0
USG_020718,SUB_04915,2025-10-14,3.19,444,121,0.0,0.0
USG_020719,SUB_00807,2025-11-07,4.36,458,103,0.0,0.0
USG_020720,SUB_00589,2025-11-11,10.7,160,270,0.0,1.45
USG_020721,SUB_04085,2025-11-11,8.81,370,200,0.0,0.0
USG_020722,SUB_00713,2026-01-03,7.84,473,40,54.3,0.0
USG_020723,SUB_04940,2025-10-14,5.89,193,229,0.0,0.0
USG_020724,SUB_00403,2025-10-26,1.23,124,97,0.0,81.43
USG_020725,SUB_02194,2025-10-08,0.61,293,172,0.0,0.0
USG_020726,SUB_04635,2025-09-18,8.58,346,247,0.0,0.0
USG_020727,SUB_01572,2025-12-04,4.37,69,218,0.0,0.0
USG_020728,SUB_00573,2025-11-17,4.16,183,295,0.0,0.0
USG_020729,SUB_02663,2025-09-16,5.95,262,129,0.0,0.0
USG_020730,SUB_03410,2025-12-29,1.54,323,153,0.0,0.0
USG_020731,SUB_02757,2025-09-10,3.18,22,15,157.89,0.0
USG_020732,SUB_00297,2025-11-28,18.55,159,135,0.0,0.0
USG_020733,SUB_03898,2025-11-21,3.6,466,138,0.0,0.0
USG_020734,SUB_01776,2025-11-12,11.51,400,39,0.0,0.0
USG_020735,SUB_02793,2026-01-01,5.28,66,121,0.0,15.16
USG_020736,SUB_03242,2025-12-18,3.35,371,205,0.0,0.0
USG_020737,SUB_02787,2026-01-03,1.14,81,239,1.48,0.0
USG_020738,SUB_02328,2025-10-28,2.92,238,189,0.0,0.0
USG_020739,SUB_04344,2025-11-22,11.36,76,153,0.0,1.97
USG_020740,SUB_01066,2025-10-30,2.89,192,11,0.0,0.0
USG_020741,SUB_02583,2025-12-24,5.3,295,205,78.72,0.0
USG_020742,SUB_03146,2025-12-03,3.45,308,31,0.0,67.45
USG_020743,SUB_02526,2025-09-30,1.31,277,137,0.0,0.0
USG_020744,SUB_02850,2025-11-27,7.54,425,14,0.0,0.0
USG_020745,SUB_04339,2025-10-14,1.83,42,15,0.0,0.0
USG_020746,SUB_02713,2025-09-07,7.41,124,87,0.0,0.0
USG_020747,SUB_01908,2025-12-31,1.82,35,207,0.0,0.0
USG_020748,SUB_02258,2025-12-14,7.44,306,241,0.0,0.0
USG_020749,SUB_01763,2025-09-22,14.06,420,189,0.0,0.0
USG_020750,SUB_01394,2025-12-07,1.76,77,15,0.0,16.56
USG_020751,SUB_04399,2025-09-14,18.29,263,2,0.0,0.0
USG_020752,SUB_04969,2025-12-23,7.35,99,196,0.0,0.0
USG_020753,SUB_02572,2025-11-17,4.61,401,111,0.0,0.0
USG_020754,SUB_03975,2025-10-01,2.26,320,112,150.0,0.0
USG_020755,SUB_00581,2025-10-07,2.09,137,143,0.0,0.0
USG_020756,SUB_04861,2025-09-16,8.31,320,109,146.55,0.0
USG_020757,SUB_00757,2025-09-09,3.6,22,31,0.0,23.25
USG_020758,SUB_00430,2025-12-07,2.52,102,202,0.0,0.0
USG_020759,SUB_04130,2025-09-09,11.58,191,250,0.0,39.53
USG_020760,SUB_03446,2025-12-21,2.05,455,122,0.0,0.0
USG_020761,SUB_03476,2026-01-04,10.91,217,92,0.0,0.0
USG_020762,SUB_01967,2025-09-24,5.77,486,100,0.0,74.36
USG_020763,SUB_03743,2025-12-30,2.99,425,97,0.0,0.0
USG_020764,SUB_04784,2025-09-29,11.35,263,178,0.0,99.01
USG_020765,SUB_00678,2025-12-05,4.04,129,183,0.0,0.0
USG_020766,SUB_02636,2025-11-21,2.37,48,76,78.85,0.0
USG_020767,SUB_02598,2025-10-06,2.51,263,143,0.0,0.0
USG_020768,SUB_04371,2025-12-05,2.3,209,244,0.0,0.0
USG_020769,SUB_04258,2025-12-09,5.77,180,93,0.0,0.0
USG_020770,SUB_01327,2025-09-27,44.07,34,50,25.66,0.0
USG_020771,SUB_02856,2025-12-16,3.77,487,98,0.0,0.0
USG_020772,SUB_04958,2025-10-15,9.69,188,158,0.0,0.0
USG_020773,SUB_00789,2025-12-27,11.67,54,168,0.0,0.0
USG_020774,SUB_04858,2025-09-23,3.17,228,188,0.0,0.0
USG_020775,SUB_03739,2025-09-18,7.54,188,167,0.0,0.0
USG_020776,SUB_03210,2026-01-03,3.67,271,199,0.0,0.0
USG_020777,SUB_02386,2025-09-19,8.97,491,300,87.62,0.0
USG_020778,SUB_02891,2025-12-17,9.21,448,43,0.0,68.0
USG_020779,SUB_04881,2025-12-04,2.05,460,270,0.0,0.0
USG_020780,SUB_04597,2025-12-08,11.01,134,188,0.0,52.86
USG_020781,SUB_00573,2025-10-06,4.69,320,200,61.87,9.76
USG_020782,SUB_00252,2025-11-04,10.1,138,12,0.0,0.0
USG_020783,SUB_00468,2025-09-30,5.41,436,96,0.0,0.0
USG_020784,SUB_02089,2025-12-01,7.63,175,200,125.23,59.79
USG_020785,SUB_02514,2025-12-01,4.49,229,169,0.0,68.18
USG_020786,SUB_03436,2025-11-18,4.12,30,226,0.0,0.0
USG_020787,SUB_01893,2025-12-07,2.94,343,226,76.96,0.0
USG_020788,SUB_00606,2025-09-11,5.58,63,24,0.0,0.0
USG_020789,SUB_00946,2025-10-19,4.53,414,128,0.0,0.0
USG_020790,SUB_03930,2025-09-28,5.02,438,276,0.0,0.0
USG_020791,SUB_00309,2025-12-25,11.02,286,79,78.46,0.0
USG_020792,SUB_02245,2025-10-16,3.28,74,286,0.0,30.06
USG_020793,SUB_01427,2025-11-19,4.27,411,243,0.0,0.0
USG_020794,SUB_00927,2025-11-20,2.77,250,253,0.0,0.0
USG_020795,SUB_00449,2025-12-19,2.81,284,128,0.0,0.0
USG_020796,SUB_01732,2025-11-13,11.68,141,300,0.0,0.36
USG_020797,SUB_01182,2025-10-17,6.45,158,82,0.0,0.0
USG_020798,SUB_00753,2025-11-10,0.98,455,184,0.0,0.0
USG_020799,SUB_02682,2025-11-30,10.86,138,206,0.0,0.0
USG_020800,SUB_02464,2025-09-29,4.21,281,80,0.51,0.0
USG_020801,SUB_03210,2025-12-23,3.59,97,240,0.0,0.0
USG_020802,SUB_00822,2025-10-16,4.42,296,237,0.0,0.0
USG_020803,SUB_02370,2025-11-07,13.25,297,127,0.0,0.0
USG_020804,SUB_00610,2025-12-19,4.04,381,52,0.0,0.0
USG_020805,SUB_03747,2025-10-07,11.58,315,107,0.0,0.0
USG_020806,SUB_01959,2025-09-30,2.72,419,6,0.0,0.0
USG_020807,SUB_04813,2025-09-26,0.7,53,91,0.0,0.0
USG_020808,SUB_04934,2025-09-29,3.72,327,92,0.0,0.0
USG_020809,SUB_02648,2025-09-21,3.33,2,251,0.0,0.0
USG_020810,SUB_01004,2025-12-18,3.75,193,259,0.0,0.0
USG_020811,SUB_01004,2025-11-16,2.07,174,209,89.41,0.0
USG_020812,SUB_01302,2026-01-02,1.61,175,218,0.0,0.0
USG_020813,SUB_00746,2025-11-03,6.61,215,193,0.0,0.0
USG_020814,SUB_03276,2025-10-20,14.41,113,48,0.0,0.0
USG_020815,SUB_04721,2025-10-28,39.18,336,251,107.75,0.0
USG_020816,SUB_00755,2025-11-15,8.35,81,61,0.0,0.0
USG_020817,SUB_03786,2025-09-28,1.53,194,119,0.0,0.0
USG_020818,SUB_04190,2025-12-30,25.98,272,248,0.0,0.0
USG_020819,SUB_03125,2025-12-10,2.94,176,138,0.0,0.0
USG_020820,SUB_04507,2026-01-01,8.72,24,267,0.0,0.0
USG_020821,SUB_00497,2025-10-17,6.33,319,244,0.0,0.0
USG_020822,SUB_00930,2025-09-08,6.31,144,159,0.0,42.17
USG_020823,SUB_02557,2025-11-18,2.71,101,178,0.0,0.0
USG_020824,SUB_00352,2025-11-04,6.52,485,35,10.01,0.0
USG_020825,SUB_00713,2025-10-07,13.05,155,84,0.0,0.0
USG_020826,SUB_04968,2025-12-04,1.43,350,173,0.0,0.0
USG_020827,SUB_04582,2025-10-12,5.92,431,119,0.0,0.0
USG_020828,SUB_03613,2025-11-03,12.93,293,138,193.42,0.0
USG_020829,SUB_03660,2025-09-15,5.2,176,11,0.0,0.0
USG_020830,SUB_00870,2025-10-20,3.48,308,46,0.0,0.0
USG_020831,SUB_04661,2025-11-03,7.7,394,119,0.0,0.0
USG_020832,SUB_03079,2025-09-30,3.33,16,0,123.33,0.0
USG_020833,SUB_00631,2025-11-09,14.15,92,254,70.17,30.03
USG_020834,SUB_00127,2025-10-25,5.83,400,105,0.0,0.0
USG_020835,SUB_03622,2025-09-30,2.46,79,254,0.0,7.07
USG_020836,SUB_01199,2025-09-14,1.09,151,125,0.0,0.0
USG_020837,SUB_00053,2025-12-30,3.21,253,270,0.0,0.0
USG_020838,SUB_02899,2025-12-20,2.93,394,218,0.0,0.0
USG_020839,SUB_02757,2025-12-07,2.91,347,119,41.41,0.0
USG_020840,SUB_04986,2025-09-30,20.43,392,191,4.67,0.0
USG_020841,SUB_01936,2025-11-29,12.42,6,117,0.0,0.0
USG_020842,SUB_03373,2025-12-21,4.9,483,221,0.0,0.0
USG_020843,SUB_03121,2025-12-14,14.21,109,173,0.0,0.0
USG_020844,SUB_02238,2025-12-24,8.3,369,229,81.11,0.0
USG_020845,SUB_00988,2025-11-06,3.32,134,290,0.0,0.0
USG_020846,SUB_03375,2025-12-06,3.08,441,128,0.0,0.0
USG_020847,SUB_02756,2025-11-14,7.12,2,55,0.0,86.14
USG_020848,SUB_00728,2025-10-15,3.24,78,28,0.0,0.0
USG_020849,SUB_01733,2025-12-13,1.6,163,109,0.0,50.19
USG_020850,SUB_01465,2025-09-25,6.38,248,160,0.0,39.25
USG_020851,SUB_04451,2025-10-31,3.9,379,47,49.25,0.0
USG_020852,SUB_02147,2025-09-15,1.5,302,98,0.0,0.0
USG_020853,SUB_00714,2025-12-31,2.14,435,283,190.05,0.0
USG_020854,SUB_04377,2025-11-08,9.29,326,139,0.0,0.0
USG_020855,SUB_04426,2025-10-12,5.94,77,268,48.0,0.0
USG_020856,SUB_02922,2025-10-02,3.55,44,50,0.0,0.0
USG_020857,SUB_02176,2025-11-29,5.44,68,55,0.0,32.87
USG_020858,SUB_01120,2025-10-06,5.89,234,65,0.0,95.32
USG_020859,SUB_00336,2025-11-24,24.97,165,105,0.0,0.0
USG_020860,SUB_01284,2025-09-08,93.21,473,187,0.0,0.0
USG_020861,SUB_04653,2025-12-30,3.75,427,74,146.7,0.0
USG_020862,SUB_02688,2025-11-09,2.68,206,117,0.0,0.0
USG_020863,SUB_03510,2025-10-17,3.36,75,162,0.0,0.0
USG_020864,SUB_00914,2026-01-01,5.34,493,215,0.0,0.0
USG_020865,SUB_02431,2025-12-08,7.13,285,201,0.0,0.0
USG_020866,SUB_02477,2025-12-05,4.18,357,134,194.11,0.0
USG_020867,SUB_01921,2026-01-01,2.88,407,73,21.68,0.0
USG_020868,SUB_01650,2025-10-18,1.69,103,256,0.0,0.0
USG_020869,SUB_02886,2025-12-04,1.08,253,64,0.0,0.0
USG_020870,SUB_01704,2025-12-14,39.33,370,232,0.0,0.0
USG_020871,SUB_01100,2025-11-01,6.18,46,33,0.0,0.0
USG_020872,SUB_02287,2025-09-21,1.75,254,280,61.08,86.36
USG_020873,SUB_02486,2025-12-03,6.74,452,291,0.0,0.0
USG_020874,SUB_03301,2025-11-15,5.92,87,187,0.0,0.0
USG_020875,SUB_04077,2025-11-16,6.33,280,101,0.0,0.0
USG_020876,SUB_00920,2025-12-15,5.89,60,119,0.0,66.89
USG_020877,SUB_04695,2025-09-10,3.82,439,189,0.0,0.0
USG_020878,SUB_01443,2025-11-17,10.99,196,44,0.0,0.0
USG_020879,SUB_01721,2025-10-04,1.72,254,87,0.0,0.0
USG_020880,SUB_00034,2025-09-10,3.35,354,254,0.0,24.04
USG_020881,SUB_02959,2025-09-29,2.14,81,32,0.0,0.0
USG_020882,SUB_03494,2025-11-24,2.81,91,273,0.0,0.0
USG_020883,SUB_04694,2025-10-20,22.27,8,249,0.0,0.0
USG_020884,SUB_03457,2025-09-14,3.13,313,300,0.0,0.0
USG_020885,SUB_02148,2025-11-19,7.07,193,30,0.0,0.0
USG_020886,SUB_03222,2025-12-31,5.83,483,169,0.0,0.0
USG_020887,SUB_02460,2025-11-18,9.85,399,214,0.0,0.0
USG_020888,SUB_01623,2025-10-07,5.69,311,64,162.39,0.0
USG_020889,SUB_02889,2025-12-16,10.08,290,60,0.0,0.0
USG_020890,SUB_00089,2025-09-16,3.96,192,187,0.0,0.0
USG_020891,SUB_03351,2025-12-27,7.58,462,148,0.0,0.0
USG_020892,SUB_00545,2025-09-19,3.65,389,294,16.11,0.0
USG_020893,SUB_02122,2025-09-14,6.64,327,278,0.0,0.0
USG_020894,SUB_04560,2025-12-09,1.83,82,130,0.0,0.0
USG_020895,SUB_01931,2025-12-21,7.27,494,93,0.0,0.0
USG_020896,SUB_01156,2025-11-14,3.09,154,158,0.0,76.24
USG_020897,SUB_04658,2025-10-17,4.08,435,57,0.0,0.0
USG_020898,SUB_04545,2025-11-20,3.93,215,190,0.0,0.0
USG_020899,SUB_03520,2025-12-18,3.77,3,46,0.0,0.0
