bill_id,subscriber_id,billing_month,bill_amount,payment_status,payment_date,credit_adjustment,adjustment_reason
BIL_007066,SUB_02850,2025-11-01,241.77,Pending,,0.0,
BIL_007067,SUB_04054,2025-11-01,188.4,Paid,2025-11-03,0.0,
BIL_007068,SUB_00181,2025-12-01,108.2,Paid,2025-12-02,0.0,
BIL_007069,SUB_03737,2025-11-01,178.17,Paid,2025-11-12,0.0,
BIL_007070,SUB_02477,2025-11-01,276.27,Paid,2025-11-02,0.0,
BIL_007071,SUB_01290,2025-12-01,247.12,Overdue,,0.0,
BIL_007072,SUB_04375,2025-11-01,184.5,Paid,2025-11-04,0.0,
BIL_007073,SUB_03501,2025-11-01,361.69,Paid,2025-11-14,0.0,
BIL_007074,SUB_04100,2026-01-01,119.13,Paid,2026-01-15,0.0,
BIL_007075,SUB_02079,2025-12-01,178.32,Paid,2025-12-16,0.0,
BIL_007076,SUB_00341,2026-01-01,246.85,Paid,2026-01-14,0.0,
BIL_007077,SUB_00182,2026-01-01,115.18,Paid,2026-01-05,31.12,Complaint Resolution
BIL_007078,SUB_02751,2025-11-01,213.76,Paid,2025-11-13,0.0,
BIL_007079,SUB_03704,2025-12-01,227.19,Paid,2025-12-06,0.0,
BIL_007080,SUB_04309,2025-12-01,323.93,Overdue,,0.0,
BIL_007081,SUB_04830,2025-11-01,520.66,Paid,2025-11-07,0.0,
BIL_007082,SUB_00885,2026-01-01,258.23,Paid,2026-01-15,0.0,
BIL_007083,SUB_03301,2026-01-01,196.67,Paid,2026-01-03,0.0,
BIL_007084,SUB_01186,2025-12-01,36.36,Overdue,,0.0,
BIL_007085,SUB_03177,2026-01-01,139.36,Pending,,0.0,
BIL_007086,SUB_02229,2025-12-01,154.94,Paid,2025-12-06,0.0,
BIL_007087,SUB_03328,2026-01-01,159.14,Paid,2026-01-05,0.0,
BIL_007088,SUB_01617,2025-12-01,180.05,Paid,2025-12-13,0.0,
BIL_007089,SUB_03200,2025-11-01,337.73,Overdue,,0.0,
BIL_007090,SUB_00966,2025-11-01,241.18,Overdue,,0.0,
BIL_007091,SUB_00907,2026-01-01,93.82,Partial,2026-01-20,0.0,
BIL_007092,SUB_01850,2026-01-01,324.95,Paid,2026-01-08,0.0,
BIL_007093,SUB_04567,2025-12-01,410.78,Paid,2025-12-10,45.52,Service Failure
BIL_007094,SUB_04279,2026-01-01,290.68,Partial,2026-01-08,0.0,
BIL_007095,SUB_04652,2025-11-01,258.65,Overdue,,0.0,
BIL_007096,SUB_04787,2025-11-01,69.12,Paid,2025-11-05,0.0,
BIL_007097,SUB_01881,2025-12-01,202.18,Pending,,0.0,
BIL_007098,SUB_01526,2026-01-01,136.97,Paid,2026-01-11,0.0,
BIL_007099,SUB_02483,2026-01-01,227.52,Paid,2026-01-10,0.0,
BIL_007100,SUB_03593,2025-12-01,367.02,Paid,2025-12-06,0.0,
BIL_007101,SUB_03617,2025-12-01,145.45,Paid,2025-12-07,0.0,
BIL_007102,SUB_03363,2025-12-01,376.33,Paid,2025-12-06,0.0,
BIL_007103,SUB_00249,2025-11-01,181.42,Overdue,,0.0,
BIL_007104,SUB_00255,2026-01-01,494.93,Paid,2026-01-08,0.0,
BIL_007105,SUB_01083,2025-12-01,97.55,Overdue,,0.0,
BIL_007106,SUB_00992,2025-12-01,197.38,Paid,2025-12-05,0.0,
BIL_007107,SUB_04621,2026-01-01,350.07,Partial,2026-01-25,0.0,
BIL_007108,SUB_00022,2026-01-01,339.7,Overdue,,0.0,
BIL_007109,SUB_04279,2025-12-01,293.66,Paid,2025-12-02,0.0,
BIL_007110,SUB_00062,2025-11-01,206.48,Overdue,,0.0,
BIL_007111,SUB_01930,2025-11-01,131.94,Overdue,,0.0,
BIL_007112,SUB_02261,2025-12-01,442.76,Paid,2025-12-16,0.0,
BIL_007113,SUB_03879,2026-01-01,183.68,Paid,2026-01-10,0.0,
BIL_007114,SUB_02763,2026-01-01,63.29,Paid,2026-01-12,0.0,
BIL_007115,SUB_02374,2026-01-01,203.22,Paid,2026-01-07,0.0,
BIL_007116,SUB_00384,2026-01-01,134.41,Paid,2026-01-09,0.0,
BIL_007117,SUB_01812,2025-12-01,305.95,Paid,2025-12-15,0.0,
BIL_007118,SUB_00178,2025-12-01,323.0,Paid,2025-12-08,0.0,
BIL_007119,SUB_02089,2026-01-01,102.54,Paid,2026-01-13,0.0,
BIL_007120,SUB_00568,2025-11-01,112.95,Partial,2025-11-20,47.46,Billing Error
BIL_007121,SUB_02632,2025-12-01,271.47,Paid,2025-12-16,0.0,
BIL_007122,SUB_00365,2025-12-01,128.44,Paid,2025-12-10,0.0,
BIL_007123,SUB_02950,2026-01-01,97.94,Paid,2026-01-07,0.0,
BIL_007124,SUB_00655,2025-11-01,238.37,Paid,2025-11-02,0.0,
BIL_007125,SUB_04815,2026-01-01,123.41,Overdue,,0.0,
BIL_007126,SUB_03844,2025-12-01,104.93,Paid,2025-12-05,0.0,
BIL_007127,SUB_00116,2025-11-01,290.2,Overdue,,0.0,
BIL_007128,SUB_02454,2025-11-01,539.83,Paid,2025-11-06,0.0,
BIL_007129,SUB_03859,2026-01-01,121.13,Overdue,,0.0,
BIL_007130,SUB_00368,2025-11-01,177.07,Overdue,,0.0,
BIL_007131,SUB_03685,2025-11-01,250.11,Overdue,,0.0,
BIL_007132,SUB_00317,2025-12-01,190.56,Paid,2025-12-05,0.0,
BIL_007133,SUB_02457,2026-01-01,155.69,Paid,2026-01-14,0.0,
BIL_007134,SUB_03566,2025-11-01,199.52,Overdue,,0.0,
BIL_007135,SUB_01638,2025-12-01,177.4,Overdue,,0.0,
BIL_007136,SUB_03467,2026-01-01,239.67,Paid,2026-01-13,0.0,
BIL_007137,SUB_03630,2025-11-01,473.51,Paid,2025-11-03,38.19,Billing Error
BIL_007138,SUB_00337,2025-12-01,201.73,Paid,2025-12-11,0.0,
BIL_007139,SUB_02340,2026-01-01,248.63,Paid,2026-01-07,0.0,
BIL_007140,SUB_03943,2025-12-01,202.22,Paid,2025-12-10,45.81,Billing Error
BIL_007141,SUB_00896,2025-11-01,177.6,Paid,2025-11-02,0.0,
BIL_007142,SUB_01304,2026-01-01,235.5,Paid,2026-01-04,0.0,
BIL_007143,SUB_00393,2026-01-01,153.84,Paid,2026-01-15,0.0,
BIL_007144,SUB_00949,2025-12-01,150.66,Paid,2025-12-11,0.0,
BIL_007145,SUB_03789,2025-11-01,205.63,Paid,2025-11-12,0.0,
BIL_007146,SUB_03612,2026-01-01,276.28,Paid,2026-01-14,0.0,
BIL_007147,SUB_01690,2025-11-01,498.23,Paid,2025-11-16,0.0,
BIL_007148,SUB_00661,2025-11-01,334.5,Paid,2025-11-12,0.0,
BIL_007149,SUB_01007,2026-01-01,164.53,Paid,2026-01-09,0.0,
BIL_007150,SUB_03832,2025-12-01,237.51,Paid,2025-12-14,0.0,
BIL_007151,SUB_01106,2026-01-01,197.66,Paid,2026-01-14,0.0,
BIL_007152,SUB_01316,2025-12-01,194.6,Paid,2025-12-16,0.0,
BIL_007153,SUB_02538,2026-01-01,393.04,Overdue,,0.0,
BIL_007154,SUB_03745,2025-11-01,339.38,Paid,2025-11-08,0.0,
BIL_007155,SUB_00012,2025-12-01,177.68,Paid,2025-12-08,0.0,
BIL_007156,SUB_02831,2025-11-01,49.94,Paid,2025-11-03,0.0,
BIL_007157,SUB_04390,2025-12-01,312.74,Overdue,,0.0,
BIL_007158,SUB_04974,2025-11-01,131.9,Paid,2025-11-08,0.0,
BIL_007159,SUB_03044,2025-11-01,251.81,Paid,2025-11-11,0.0,
BIL_007160,SUB_03271,2026-01-01,220.07,Paid,2026-01-13,81.13,Service Failure
BIL_007161,SUB_02141,2026-01-01,239.64,Paid,2026-01-10,0.0,
BIL_007162,SUB_03873,2025-12-01,235.12,Paid,2025-12-11,0.0,
BIL_007163,SUB_01875,2025-11-01,126.07,Paid,2025-11-02,0.0,
BIL_007164,SUB_03948,2025-11-01,279.31,Paid,2025-11-10,0.0,
BIL_007165,SUB_03382,2025-11-01,323.21,Paid,2025-11-16,83.74,Billing Error
BIL_007166,SUB_04361,2025-11-01,342.75,Paid,2025-11-07,0.0,
BIL_007167,SUB_04799,2025-12-01,351.47,Paid,2025-12-12,0.0,
BIL_007168,SUB_04346,2025-11-01,155.45,Partial,2025-11-10,0.0,
BIL_007169,SUB_02544,2025-12-01,110.72,Overdue,,0.0,
BIL_007170,SUB_04061,2025-11-01,198.06,Paid,2025-11-16,43.38,Service Failure
BIL_007171,SUB_02981,2025-12-01,123.3,Paid,2025-12-16,0.0,
BIL_007172,SUB_01107,2026-01-01,165.37,Paid,2026-01-13,0.0,
BIL_007173,SUB_03940,2025-11-01,149.33,Paid,2025-11-09,13.79,Complaint Resolution
BIL_007174,SUB_02965,2025-11-01,267.98,Paid,2025-11-09,0.0,
BIL_007175,SUB_01800,2026-01-01,402.29,Paid,2026-01-08,0.0,
BIL_007176,SUB_01331,2025-11-01,179.98,Paid,2025-11-05,0.0,
BIL_007177,SUB_00918,2026-01-01,88.99,Paid,2026-01-14,0.0,
BIL_007178,SUB_01212,2026-01-01,466.33,Partial,2026-01-24,0.0,
BIL_007179,SUB_02084,2025-11-01,257.88,Paid,2025-11-04,0.0,
BIL_007180,SUB_00182,2025-11-01,112.59,Overdue,,13.06,Billing Error
BIL_007181,SUB_03827,2025-11-01,134.37,Paid,2025-11-14,0.0,
BIL_007182,SUB_02916,2025-11-01,180.89,Partial,2025-11-13,0.0,
BIL_007183,SUB_01039,2026-01-01,95.83,Paid,2026-01-05,0.0,
BIL_007184,SUB_04947,2025-11-01,220.28,Pending,,0.0,
BIL_007185,SUB_01456,2026-01-01,298.0,Paid,2026-01-03,0.0,
BIL_007186,SUB_00119,2026-01-01,222.23,Overdue,,0.0,
BIL_007187,SUB_01430,2026-01-01,129.3,Paid,2026-01-11,0.0,
BIL_007188,SUB_02415,2025-12-01,217.85,Paid,2025-12-09,0.0,
BIL_007189,SUB_01896,2025-11-01,97.36,Paid,2025-11-09,0.0,
BIL_007190,SUB_02407,2025-12-01,169.19,Paid,2025-12-03,0.0,
BIL_007191,SUB_04545,2025-11-01,271.82,Paid,2025-11-11,0.0,
BIL_007192,SUB_04920,2025-11-01,70.64,Paid,2025-11-02,0.0,
BIL_007193,SUB_00494,2025-12-01,72.61,Paid,2025-12-12,0.0,
BIL_007194,SUB_01499,2026-01-01,146.69,Paid,2026-01-05,0.0,
BIL_007195,SUB_02226,2025-11-01,391.99,Paid,2025-11-03,0.0,
BIL_007196,SUB_02802,2025-11-01,324.16,Partial,2025-11-09,0.0,
BIL_007197,SUB_04435,2025-12-01,142.22,Paid,2025-12-07,0.0,
BIL_007198,SUB_03735,2025-12-01,216.63,Paid,2025-12-13,0.0,
BIL_007199,SUB_04546,2025-12-01,137.63,Paid,2025-12-05,0.0,
BIL_007200,SUB_01769,2026-01-01,237.64,Paid,2026-01-12,0.0,
BIL_007201,SUB_04899,2025-11-01,277.46,Overdue,,0.0,
BIL_007202,SUB_03811,2025-12-01,150.86,Paid,2025-12-09,0.0,
BIL_007203,SUB_03757,2025-12-01,214.3,Paid,2025-12-13,0.0,
BIL_007204,SUB_02171,2025-12-01,98.29,Paid,2025-12-16,0.0,
BIL_007205,SUB_00673,2025-12-01,192.76,Paid,2025-12-04,0.0,
BIL_007206,SUB_04665,2025-12-01,146.21,Paid,2025-12-06,0.0,
BIL_007207,SUB_02748,2026-01-01,315.44,Partial,2026-01-11,0.0,
BIL_007208,SUB_04924,2026-01-01,319.91,Paid,2026-01-10,0.0,
BIL_007209,SUB_00246,2025-12-01,145.1,Paid,2025-12-15,0.0,
BIL_007210,SUB_00318,2025-12-01,230.68,Paid,2025-12-03,0.0,
BIL_007211,SUB_01597,2026-01-01,239.67,Paid,2026-01-14,0.0,
BIL_007212,SUB_04121,2025-11-01,156.0,Partial,2025-11-18,0.0,
BIL_007213,SUB_00801,2026-01-01,110.81,Paid,2026-01-15,0.0,
BIL_007214,SUB_00923,2025-11-01,224.41,Paid,2025-11-13,0.0,
BIL_007215,SUB_00761,2025-12-01,104.93,Paid,2025-12-07,0.0,
BIL_007216,SUB_00625,2025-12-01,496.7,Paid,2025-12-15,0.0,
BIL_007217,SUB_03406,2025-11-01,403.28,Overdue,,0.0,
BIL_007218,SUB_04056,2025-12-01,207.24,Paid,2025-12-07,0.0,
BIL_007219,SUB_00907,2025-11-01,120.63,Partial,2025-11-23,0.0,
BIL_007220,SUB_04238,2025-12-01,466.3,Paid,2025-12-14,0.0,
BIL_007221,SUB_02142,2025-11-01,365.52,Paid,2025-11-12,0.0,
BIL_007222,SUB_01730,2025-12-01,150.97,Overdue,,0.0,
BIL_007223,SUB_02873,2025-11-01,502.35,Overdue,,0.0,
BIL_007224,SUB_01108,2025-11-01,434.95,Paid,2025-11-10,0.0,
BIL_007225,SUB_00987,2025-12-01,295.17,Paid,2025-12-11,0.0,
BIL_007226,SUB_04207,2026-01-01,133.91,Paid,2026-01-14,0.0,
BIL_007227,SUB_01774,2025-11-01,197.56,Paid,2025-11-02,0.0,
BIL_007228,SUB_04155,2025-12-01,96.52,Paid,2025-12-06,0.0,
BIL_007229,SUB_00598,2026-01-01,208.74,Partial,2026-01-12,0.0,
BIL_007230,SUB_02346,2025-12-01,160.75,Overdue,,0.0,
BIL_007231,SUB_02606,2026-01-01,256.48,Paid,2026-01-02,0.0,
BIL_007232,SUB_01357,2025-12-01,461.84,Paid,2025-12-05,0.0,
BIL_007233,SUB_02159,2025-11-01,114.42,Partial,2025-11-19,0.0,
BIL_007234,SUB_04442,2025-12-01,81.97,Paid,2025-12-08,0.0,
BIL_007235,SUB_02994,2025-12-01,132.62,Paid,2025-12-04,0.0,
BIL_007236,SUB_00352,2025-11-01,363.89,Paid,2025-11-02,0.0,
BIL_007237,SUB_01602,2025-12-01,241.12,Paid,2025-12-14,0.0,
BIL_007238,SUB_00113,2026-01-01,388.93,Overdue,,0.0,
BIL_007239,SUB_00314,2026-01-01,355.95,Paid,2026-01-04,0.0,
BIL_007240,SUB_02446,2025-11-01,302.99,Partial,2025-11-09,0.0,
BIL_007241,SUB_00326,2025-12-01,90.69,Paid,2025-12-08,25.73,Complaint Resolution
BIL_007242,SUB_01446,2025-12-01,188.13,Partial,2025-12-16,0.0,
BIL_007243,SUB_01368,2025-11-01,222.87,Paid,2025-11-09,0.0,
BIL_007244,SUB_04215,2025-11-01,243.31,Paid,2025-11-04,0.0,
BIL_007245,SUB_01333,2025-12-01,108.45,Paid,2025-12-13,0.0,
BIL_007246,SUB_04996,2025-12-01,384.07,Paid,2025-12-02,0.0,
BIL_007247,SUB_03711,2025-12-01,135.99,Overdue,,0.0,
BIL_007248,SUB_00944,2025-12-01,258.9,Partial,2025-12-15,0.0,
BIL_007249,SUB_04994,2026-01-01,318.34,Paid,2026-01-15,0.0,
BIL_007250,SUB_00583,2025-12-01,113.31,Paid,2025-12-14,0.0,
BIL_007251,SUB_04419,2025-12-01,207.93,Paid,2025-12-06,0.0,
BIL_007252,SUB_01511,2025-11-01,194.74,Pending,,0.0,
BIL_007253,SUB_02464,2026-01-01,268.7,Paid,2026-01-12,0.0,
BIL_007254,SUB_02772,2026-01-01,359.93,Paid,2026-01-09,0.0,
BIL_007255,SUB_04843,2025-12-01,76.8,Overdue,,0.0,
BIL_007256,SUB_02254,2026-01-01,87.44,Paid,2026-01-16,0.0,
BIL_007257,SUB_01402,2025-11-01,306.65,Pending,,0.0,
BIL_007258,SUB_02614,2025-12-01,396.19,Paid,2025-12-16,52.33,Service Failure
BIL_007259,SUB_00816,2026-01-01,215.52,Paid,2026-01-03,0.0,
BIL_007260,SUB_04519,2025-11-01,121.61,Partial,2025-11-16,0.0,
BIL_007261,SUB_02129,2026-01-01,203.2,Paid,2026-01-02,0.0,
BIL_007262,SUB_00245,2025-12-01,140.57,Paid,2025-12-13,0.0,
BIL_007263,SUB_02544,2026-01-01,84.75,Overdue,,0.0,
BIL_007264,SUB_03199,2026-01-01,154.25,Pending,,0.0,
BIL_007265,SUB_03053,2025-12-01,163.79,Overdue,,0.0,
BIL_007266,SUB_03916,2025-11-01,168.06,Overdue,,0.0,
BIL_007267,SUB_01442,2025-11-01,67.05,Overdue,,0.0,
BIL_007268,SUB_03205,2025-11-01,211.06,Paid,2025-11-03,0.0,
BIL_007269,SUB_02761,2025-11-01,408.33,Overdue,,0.0,
BIL_007270,SUB_04758,2025-11-01,581.82,Partial,2025-11-22,0.0,
BIL_007271,SUB_03989,2025-11-01,113.43,Overdue,,0.0,
BIL_007272,SUB_04013,2025-12-01,383.27,Partial,2025-12-23,0.0,
BIL_007273,SUB_04951,2025-12-01,226.42,Paid,2025-12-16,0.0,
BIL_007274,SUB_02400,2026-01-01,90.37,Paid,2026-01-05,0.0,
BIL_007275,SUB_03123,2026-01-01,378.61,Paid,2026-01-10,0.0,
BIL_007276,SUB_00241,2026-01-01,124.88,Paid,2026-01-08,0.0,
BIL_007277,SUB_04304,2025-11-01,225.47,Paid,2025-11-06,0.0,
BIL_007278,SUB_02661,2025-12-01,151.14,Pending,,0.0,
BIL_007279,SUB_04302,2026-01-01,176.13,Paid,2026-01-02,0.0,
BIL_007280,SUB_03138,2025-11-01,194.04,Overdue,,0.0,
BIL_007281,SUB_02061,2026-01-01,137.71,Paid,2026-01-07,0.0,
BIL_007282,SUB_04578,2025-11-01,150.86,Paid,2025-11-13,0.0,
BIL_007283,SUB_00587,2025-12-01,314.47,Paid,2025-12-12,0.0,
BIL_007284,SUB_00178,2026-01-01,361.13,Paid,2026-01-10,0.0,
BIL_007285,SUB_02049,2026-01-01,142.76,Overdue,,0.0,
BIL_007286,SUB_00153,2025-11-01,130.79,Paid,2025-11-16,0.0,
BIL_007287,SUB_04768,2025-12-01,99.56,Paid,2025-12-08,0.0,
BIL_007288,SUB_03634,2026-01-01,370.97,Paid,2026-01-06,0.0,
BIL_007289,SUB_02335,2025-12-01,143.91,Paid,2025-12-07,0.0,
BIL_007290,SUB_04270,2025-12-01,294.23,Paid,2025-12-15,0.0,
BIL_007291,SUB_04964,2026-01-01,112.33,Paid,2026-01-03,0.0,
BIL_007292,SUB_04388,2026-01-01,234.57,Overdue,,0.0,
BIL_007293,SUB_03641,2025-11-01,167.35,Paid,2025-11-14,0.0,
BIL_007294,SUB_02677,2026-01-01,175.79,Paid,2026-01-09,0.0,
BIL_007295,SUB_02241,2025-12-01,195.81,Paid,2025-12-02,0.0,
BIL_007296,SUB_04693,2026-01-01,213.67,Pending,,0.0,
BIL_007297,SUB_01766,2026-01-01,390.42,Overdue,,0.0,
BIL_007298,SUB_04848,2025-12-01,335.84,Partial,2025-12-07,0.0,
BIL_007299,SUB_03537,2026-01-01,366.47,Paid,2026-01-06,86.64,Complaint Resolution
BIL_007300,SUB_03966,2026-01-01,205.43,Paid,2026-01-11,0.0,
BIL_007301,SUB_00418,2025-11-01,221.16,Paid,2025-11-05,0.0,
BIL_007302,SUB_02320,2025-12-01,78.18,Paid,2025-12-07,0.0,
BIL_007303,SUB_04519,2026-01-01,96.15,Paid,2026-01-14,0.0,
BIL_007304,SUB_04175,2025-11-01,265.84,Paid,2025-11-09,0.0,
BIL_007305,SUB_00185,2026-01-01,230.67,Paid,2026-01-15,0.0,
BIL_007306,SUB_02749,2025-12-01,314.56,Paid,2025-12-09,0.0,
BIL_007307,SUB_04803,2025-12-01,112.75,Paid,2025-12-08,0.0,
BIL_007308,SUB_04975,2025-12-01,445.71,Paid,2025-12-14,0.0,
BIL_007309,SUB_04971,2025-12-01,362.39,Paid,2025-12-16,0.0,
BIL_007310,SUB_03465,2026-01-01,209.13,Partial,2026-01-14,0.0,
BIL_007311,SUB_02298,2026-01-01,467.34,Overdue,,0.0,
BIL_007312,SUB_00506,2025-12-01,406.63,Paid,2025-12-08,0.0,
BIL_007313,SUB_00735,2026-01-01,480.09,Partial,2026-01-16,0.0,
BIL_007314,SUB_02533,2025-12-01,473.67,Paid,2025-12-10,0.0,
BIL_007315,SUB_04771,2025-12-01,152.94,Paid,2025-12-07,0.0,
BIL_007316,SUB_04102,2025-11-01,107.97,Paid,2025-11-15,0.0,
BIL_007317,SUB_00051,2026-01-01,67.45,Paid,2026-01-03,0.0,
BIL_007318,SUB_04170,2025-12-01,126.42,Pending,,0.0,
BIL_007319,SUB_03785,2026-01-01,84.78,Partial,2026-01-14,0.0,
BIL_007320,SUB_04328,2025-12-01,230.29,Paid,2025-12-12,0.0,
BIL_007321,SUB_03528,2025-11-01,296.03,Paid,2025-11-11,0.0,
BIL_007322,SUB_01734,2025-11-01,472.32,Paid,2025-11-12,0.0,
BIL_007323,SUB_00042,2025-12-01,242.69,Paid,2025-12-06,52.28,Service Failure
BIL_007324,SUB_01342,2025-12-01,227.84,Paid,2025-12-09,0.0,
BIL_007325,SUB_02519,2026-01-01,427.28,Paid,2026-01-03,0.0,
BIL_007326,SUB_03382,2026-01-01,303.06,Pending,,0.0,
BIL_007327,SUB_00298,2025-12-01,158.57,Paid,2025-12-03,0.0,
BIL_007328,SUB_04946,2025-12-01,125.5,Pending,,0.0,
BIL_007329,SUB_00699,2025-12-01,217.16,Paid,2025-12-10,0.0,
BIL_007330,SUB_00914,2025-12-01,125.15,Paid,2025-12-06,0.0,
BIL_007331,SUB_01263,2025-11-01,174.44,Paid,2025-11-12,0.0,
BIL_007332,SUB_02831,2026-01-01,96.09,Paid,2026-01-05,0.0,
BIL_007333,SUB_02140,2025-12-01,229.56,Paid,2025-12-12,0.0,
BIL_007334,SUB_01098,2025-12-01,134.32,Paid,2025-12-09,0.0,
BIL_007335,SUB_02816,2025-12-01,143.22,Overdue,,0.0,
BIL_007336,SUB_00106,2025-12-01,119.84,Paid,2025-12-08,33.22,Complaint Resolution
BIL_007337,SUB_02801,2025-12-01,194.92,Paid,2025-12-08,0.0,
BIL_007338,SUB_03704,2025-12-01,204.47,Paid,2025-12-07,0.0,
BIL_007339,SUB_00721,2025-12-01,106.23,Paid,2025-12-07,0.0,
BIL_007340,SUB_02557,2025-12-01,383.87,Partial,2025-12-18,0.0,
BIL_007341,SUB_03088,2026-01-01,281.85,Paid,2026-01-10,0.0,
BIL_007342,SUB_02595,2025-11-01,290.13,Paid,2025-11-11,0.0,
BIL_007343,SUB_02863,2026-01-01,92.46,Paid,2026-01-14,0.0,
BIL_007344,SUB_02875,2026-01-01,62.26,Paid,2026-01-03,0.0,
BIL_007345,SUB_04241,2026-01-01,405.66,Paid,2026-01-12,0.0,
BIL_007346,SUB_00267,2026-01-01,93.25,Paid,2026-01-06,0.0,
BIL_007347,SUB_02300,2025-11-01,321.15,Pending,,0.0,
BIL_007348,SUB_04808,2025-12-01,199.66,Overdue,,0.0,
BIL_007349,SUB_03712,2026-01-01,148.69,Overdue,,0.0,
BIL_007350,SUB_04492,2025-11-01,313.53,Paid,2025-11-09,0.0,
BIL_007351,SUB_03601,2026-01-01,150.53,Overdue,,0.0,
BIL_007352,SUB_01252,2025-12-01,304.9,Paid,2025-12-15,0.0,
BIL_007353,SUB_01079,2025-12-01,466.95,Overdue,,43.89,Complaint Resolution
BIL_007354,SUB_00829,2025-12-01,120.46,Paid,2025-12-04,0.0,
BIL_007355,SUB_01243,2026-01-01,142.41,Partial,2026-01-12,0.0,
BIL_007356,SUB_03822,2025-11-01,238.29,Paid,2025-11-06,0.0,
BIL_007357,SUB_03290,2025-12-01,531.73,Paid,2025-12-12,0.0,
BIL_007358,SUB_02500,2025-12-01,245.44,Paid,2025-12-13,0.0,
BIL_007359,SUB_01925,2025-11-01,226.55,Paid,2025-11-08,0.0,
BIL_007360,SUB_00871,2026-01-01,62.62,Partial,2026-01-07,0.0,
BIL_007361,SUB_02773,2025-12-01,476.37,Partial,2025-12-15,0.0,
BIL_007362,SUB_02333,2026-01-01,361.14,Paid,2026-01-08,0.0,
BIL_007363,SUB_04096,2026-01-01,206.9,Partial,2026-01-18,0.0,
BIL_007364,SUB_03975,2026-01-01,126.95,Paid,2026-01-02,0.0,
BIL_007365,SUB_00264,2026-01-01,415.63,Paid,2026-01-09,0.0,
BIL_007366,SUB_04016,2026-01-01,146.2,Overdue,,0.0,
BIL_007367,SUB_02228,2026-01-01,315.9,Overdue,,0.0,
BIL_007368,SUB_01569,2025-12-01,152.8,Pending,,0.0,
BIL_007369,SUB_01841,2025-11-01,191.67,Paid,2025-11-06,0.0,
BIL_007370,SUB_00206,2025-11-01,206.61,Paid,2025-11-09,0.0,
BIL_007371,SUB_03917,2025-12-01,215.56,Paid,2025-12-02,0.0,
BIL_007372,SUB_03152,2026-01-01,174.8,Paid,2026-01-13,0.0,
BIL_007373,SUB_04568,2025-12-01,116.94,Overdue,,0.0,
BIL_007374,SUB_02465,2026-01-01,168.66,Paid,2026-01-12,0.0,
BIL_007375,SUB_02430,2025-12-01,164.11,Paid,2025-12-10,0.0,
BIL_007376,SUB_01718,2026-01-01,153.69,Overdue,,0.0,
BIL_007377,SUB_03417,2025-11-01,227.11,Paid,2025-11-11,15.75,Service Failure
BIL_007378,SUB_04737,2025-11-01,131.37,Paid,2025-11-05,0.0,
BIL_007379,SUB_00997,2025-11-01,112.34,Paid,2025-11-02,0.0,
BIL_007380,SUB_01869,2025-11-01,184.88,Paid,2025-11-10,0.0,
BIL_007381,SUB_00038,2026-01-01,412.68,Partial,2026-01-24,32.14,Billing Error
BIL_007382,SUB_02490,2025-11-01,257.83,Paid,2025-11-08,0.0,
BIL_007383,SUB_01180,2025-11-01,189.58,Paid,2025-11-07,0.0,
BIL_007384,SUB_03362,2026-01-01,178.02,Partial,2026-01-09,0.0,
BIL_007385,SUB_01296,2025-12-01,68.08,Paid,2025-12-03,0.0,
BIL_007386,SUB_00172,2025-11-01,214.97,Overdue,,0.0,
BIL_007387,SUB_03411,2025-11-01,250.12,Paid,2025-11-06,84.77,Complaint Resolution
BIL_007388,SUB_04155,2025-11-01,90.08,Partial,2025-11-24,0.0,
BIL_007389,SUB_02302,2025-12-01,245.21,Paid,2025-12-12,0.0,
BIL_007390,SUB_01918,2025-12-01,349.31,Paid,2025-12-11,0.0,
BIL_007391,SUB_02011,2025-12-01,101.06,Pending,,0.0,
BIL_007392,SUB_02526,2025-11-01,446.52,Overdue,,0.0,
BIL_007393,SUB_02520,2026-01-01,74.92,Paid,2026-01-05,0.0,
BIL_007394,SUB_01516,2026-01-01,234.2,Partial,2026-01-21,0.0,
BIL_007395,SUB_00510,2025-11-01,90.83,Paid,2025-11-05,0.0,
BIL_007396,SUB_04381,2026-01-01,176.01,Paid,2026-01-16,0.0,
BIL_007397,SUB_03482,2025-12-01,126.96,Paid,2025-12-12,54.1,Complaint Resolution
BIL_007398,SUB_04710,2025-12-01,435.54,Paid,2025-12-03,0.0,
BIL_007399,SUB_02161,2025-11-01,131.08,Overdue,,0.0,
BIL_007400,SUB_01558,2025-11-01,123.32,Paid,2025-11-11,0.0,
BIL_007401,SUB_04602,2025-12-01,338.93,Paid,2025-12-05,0.0,
BIL_007402,SUB_02612,2025-11-01,239.43,Paid,2025-11-16,0.0,
BIL_007403,SUB_01128,2025-11-01,171.8,Paid,2025-11-09,0.0,
BIL_007404,SUB_01388,2025-12-01,171.19,Paid,2025-12-11,0.0,
BIL_007405,SUB_02147,2025-12-01,371.52,Paid,2025-12-08,0.0,
BIL_007406,SUB_04687,2025-11-01,114.6,Paid,2025-11-16,0.0,
BIL_007407,SUB_04399,2025-12-01,330.28,Overdue,,0.0,
BIL_007408,SUB_02671,2026-01-01,110.47,Paid,2026-01-16,0.0,
BIL_007409,SUB_00938,2025-12-01,316.91,Paid,2025-12-15,0.0,
BIL_007410,SUB_01202,2026-01-01,123.59,Partial,2026-01-25,0.0,
BIL_007411,SUB_04612,2026-01-01,192.26,Paid,2026-01-07,0.0,
